 ,Review,giai_tri
10,Lâu lâu nổi hứng đi xem phim . Lotte lại gần nhà nên là đi ngay . Mình coi phim thì thích ghế của lotte cực kì lun ấy . Nhân viên lịch sự thân thiện . Bắp theo mình hơi lạc một chút . Nói chung là tất cả đều ok,4
11,"Mồng 4 Tết . 
Rạp nào cũng đông nghẹt. 2 đứa chở nhau đến thấy bãi xe trong nhà kín mít, ra tận ngoài trời là thấy chắc k dc xem rồi. Rủng rỉnh lên tầng 5 cũng lâu nữa vì đông cả siêu thị. Lên đến nơi phải xếp hàng dài chờ mua vé.
Coi trailer phim này thấy hay lắm rồi, chờ mãi đến tết để dc xem. Chọn suất gần nhất cũng full rạp. Nên dời lại suất sau. Còn dư dả để ngồi. Bây giờ mấy hàng ghế ở khoảng giữa đều là ghế vip và có phụ thu hết. Ko như trc nữa. 
Rạp ngồi cũng ổn. Âm thanh cũng chất lượng. 
Nhân viên rạp nhiệt tình, vui vẻ. 
Giá vẻ thứ 3 cho ngày Tết là 80k.",4
12,"Bữa coi phim của An Nguy ở đây. Tại điểm tích lũy hết hạn chứ ko ham phim Việt. Mà phim cũng dở tệ. Y như phim cho con nít, chi tiết rời rạc. Nói chung là fail toàn tập. Đc cái bắp ở bên này nhiều, nhai đỡ chán. Hehe",4
13,Hôm mình đi thì nếu đăng kí làm tv thì tặng 1 voucher 10k . Thích lotte hơn cgv 1 chút là lotte hay giảm giá rẻ cho hssv. Tuy nhiên bắp ở đây không ngon,4
14,"Đây là rạp chiếu phim tụi mình hẹn hò nhau lần đầu. Từ đó đến giờ rất hay coi ở đây, thỉnh thoảng ngược đường mới coi bên CGV. 
Khuyến mãi cho sinh viên cực nhiều luôn, ưu đãi max phê. 
Đợt hè bên nước giải khát Mountain Dew còn đổi 6 chai lấy 1 vé xem phim Warcraft ở đây nữa. Bắp ở đây ngọt hơn bên Galaxy mới mở.
Gần đây thì rạp hơi có mùi.
Nhân viên nhiệt tình, nhanh nhẹn. 
Âm thanh ở đây chỉnh vừa phải, không quá to như bên CGV, có lần coi bên CGV phim Mad Max xong về đau đầu luôn.
Coi 3D ở đây 1 lần, chỉ thích đoạn quảng cáo 3D đầu phim, ảo lung linh",4
15,"Một trong những rạp chiếu phim quen thuộc mà mình hay lựa chọn để xem phim nhất. Rạp phim ở đây rất sạch sẽ, chỗ ngồi chờ có bàn ghế hẳn hoi rất tiện, bắp nước cũng rất ngon, giá vé xem phim khá rẻ ngày thường khoảng 55k/vé, t7 chủ nhật cũng chỉ tầm khoảng 70k/vé lại có nhiều chương trình ưu đãi hấp dẫn cho học sinh sinh viên. Đặc biệt thứ 2 đầu tháng nào cũng có chương trình khuyến mãi vé đồng giá 40k có tặng kèm thêm bắp nữa rất lợi, thêm nữa là rạp có cho đặt vé trước trên mạng nên nhiều lúc có khuyến mãi muốn đi xem cũng k sợ hết chỗ",4
16,"Lotte là rạp mình thích nhất giá vé rất ưu đãi cho học sinh và nhìu khuyến mãi hơn các rạp khác
Hôm nay xem Cô hầu gái 
Khá hay nhiều tình tiết kinh dị ,giật mình 
Phim việt được thế là quá tốt rồi 😀
Sẽ ghé lại Lotte dài dài",4
17,"Phải nói là ai cũng thích cgv mà có mỗi mình thích lotte thôi . Ghê ở cgv sang hơn phòng óc các kiểu thì đẹp hơn nhưng mà ghế ngồi hơi đau cổ chút mình thì lại thích ghế ở lotte hơn . Mình cũng ít coi phim nhưng sau khi coi ở rạp lotte thì thấy thích giá cả thì cũng ngang nhau thôi . À mà lotte bắp không được ngon lắm nên là không nên ăn bắp ở đây đâu , nếu đi thì chỉ nên coi phim thôi . Đi coi nên canh các ngày đem thẻ sinh viên để được giảm giá hoặc miễn phí bắp nước nhé",4
18,lâu lâu xoã cuối tuần .film hay. Nv nhiệt tình . đi ngày thường thì giá vé rẻ hơn tầm 50-60k,4
19,"Mình nghe mấy đứa bạn nói phim lighs out hay lắm, nên mình rủ hai đứa bạn đi xem. Mình đi vào thứ 2 nên giá vé có 45k và đc tặng bắp. Phim rất hay. Có nhiều đoạn hù làm cho người xem đứng tim. Rạp có chất lượng âm thanh và hình ảnh tốt. Nhân viên thân thiện phục vụ tốt .",4
20,"Thứ 2 vừa rồi là ngày thứ 2 cuối cùng của tháng 7 nên đi sẽ nhận được ưu đãi. 😄 Mình đi xem Lights Out được đồng giá vé 45k, thêm mỗi vé được tặng 1 bắp nữa 😍. Phim hay , chất lượng hình ảnh, âm thanh tốt.",4
21,"Rạp cách nhà có vài mét nên mỗi khi đi xem phim là lại ghé qua đây xem cho gần . Rạp cũng sạch sẽ , ngồi thoải mái , âm thanh cũng đã lắm . Nhân viên nhiệt tình , có thể gọi điện thoại đặt vé trước ( chỉ cần đến trước 30ph để nhận vé là ok ) . Cập nhật phim mới cũng nhanh nữa nè . Giá vé lại rẻ hơn CGV , bắp nước giá cũng vừa phải . Nói chung là hài lòng khi xem ở đây . Thứ 4 hàng tuần giá vé rẻ hơn những ngày khác .",4
22,"Đến rạp trong 1 chiều mưa gió
Đi xem nhiều lần tại đây rồi, giá phải chăng. Không gian rạp sạch sẽ, rộng
Phim hay, vui nhộn
Nhân viên nhiệt tình.",4
23,"Rạp ra nhiều phim hay rồi nhưng vẫn chưa đi coi được. Trưa nay có dịp nên T cũng tranh thủ coi cho bằng được :))
T trưa nay chọn suất 13h05 phim Thợ săn tiền thưởng vì thấy nhận xét rằng phim hay lắm. Mà công nhận phim hay, hài, diễn viên đẹp, nội dung + lời thoại phim thú vị. Coi hài lắm mấy bạn, phim này mà bỏ công đi coi k uổng đâu, cười khan luôn ^^ Nhiều khúc mắc cười lắm. Phim này công nhận giải Stress hiệu quả luôn ))) Bạn nào chưa coi thì tranh thủ nhanh đi xem phim TSTT đi :)
Mà coi rạp Lotte thì khỏi nói rồi, bắp ngon nữa :) Chỉ có điều rạp hơi xa TT nên chỉ khi rãnh toàn thời gian T mới có dịp đi coi rạp Lotte :|",4
24,"Lần đầu xem ở lotte. Ấn tượng đầu tiên là không gian sạch sẽ thoáng mát. Phòng chiếu phim hơi nhỏ một tí nhưng sạch sẽ lối đi vào, đi ra ngược với cgv nên đi lộn phải nhờ anh nv chỉ 😂😂 mua bắp nước mà quầy chỉ có một người mà phải đến 5 suất nữa mới đến lượt mình nên thôi đi lên xem luôn chứ đứng chờ cũng khá trễ. Nhưng mà đến 9h30' thì phim mới chiếu nên bạn mình chạy xuống mua lại. Bên lotte được cái là anh chị nhân viên sẽ mang bắp nước lên tận phòng chiếu nếu đã đến giờ chiếu phim. ☺☺ với lại lúc chưa hết phim vẫn còn một đoạn phía sau nữa nhưng cô nv dọn vệ sinh đã đi vào phòng và dọn dẹp trong khi phim vẫn còn và có nhiều người muốn ngồi xem đến cuối phim. Đó là điểm trừ của lotte. Vả lại lotte xa trung tâm thành phố quá nhưng mà không uổng công lết xa để xem 💋 mà hình như lotte có thể mở thanh chắn trên ghế nên có một số người có hành động quá mức ở nơi công cộng cụ thể là cặp ngồi bên cạnh mình. Ôm hôn sờ mó tự nhiên như là ở nhà trong khi có người ngồi bên cạnh 😠😠😠",4
25,"Lotte cinema là địa điểm để thưởng thức những bộ phim rất tuyệt 👏🏻👏🏻👏🏻 Không gian rộng rãi, luôn cập nhật những bộ phim hay, đồ ăn uống chất lượng và luôn có những ưu đãi cho mọi người 🌹🌹🌹",4
26,Nghe nói có phim mới hay lắm nên mình đi xem. Mình xem Sói- Hồi kết. Mình đi xuất 11h30 nên giá vé có 45k . Lúc mua lắm còn có chương trình mua một vé tặng một bắp nên mình chỉ tốn 25k tiền mua nước thôi. Phim hay lắm. Chất lượng hình ảnh và âm thanh rất tốt. Khi nào có phim mới mình sẽ lại đến lotte cinema. ^^,4
27,"Phim ngày độc lập hay quá đi Ah 👧👧💕💕 lần đầu tiên thấy cái phim mà chiếu mấy ngày vẫn khách ngồi hết cả phòng làm tui phải mua vé trước cả ngày mới xem đc, Hjhj nhưng k uổng công mà. Rạp tuy xa thành phố tuy nhiên chất lượng rất tốt, phòng đẹp sạch sẽ. Em duyệt Hjhj 🙏🙏🙏",4
28,Đi xem phim đợt lotte khuyến mãi đồng giá 45k tặng 1 bắp nhỏ,3
29,"First time going to the movies here in Da Nang. Wow the prices are fantastic. The movie theater is so nice and clean. The pop corn was so fresh. Overall, great place! The staff was really nice and helpful. No obe rude unlike lotte food court. I love the seating in the theater. The movie was at perfect sound level. We will be back for some other good movies!",4
30,"Nghe mấy đứa bạn nói phim The Conjuring 2 rất hay nên mình rủ bạn đi xem cùng. Nhà tụi mình xa cgv quá nên chọn đi lotte . Tụi mình định coi xuất 8h50 mà không đặt chỗ trước nên hết vé nên đổi qua xuất 11h20. Ở lotte t có chương trình mua vé đc quay giảm giá bắp gì đó, mình quay thử trúng đc cái phiếu giảm 20%~♡~Chất lượng rạp rất tốt. Bắp rất ngon, nhân viên vô cùng thân thiện. Nếu có đi xem phim lại thì mình xe chon lotte cinema.^^",4
31,"Hè ở nhà chán quá nên mình rủ mấy đứa bạn đi xem phim. Tụi mình xem phim ma nữ báo thù. Mua vé trễ quá nên ngồi hành C. Ms vào bị hù một cái hết cả hồn >~< Bắp rất ngon, nhân viên phục vụ nhiệt tình. Hình ảnh và âm thanh trong rạp rất tốt.:))",4
32,"Mình đã nhiều lần tới lotte rồi. Nay chán quá nên rủ mấy đứa bạn lên xem phim trên lotte cinema. Mình xem phim Ma nữ báo thù. Vào xem phim thì tụi mình ngồi hàng C, mới vô phim mà con ma xuất hiện bị hù cho hết hồn 😭. Rạp có chất lượng hình ảnh và dàn âm thanh tốt. Bắp ăn ngon. Nhân viên phục vụ tốt, thân thiện.",4
33,"Nghe nói phim the conjuring 2 rất hay nên mình mới rủ mấy đứa bạn đi xem. Nhà tụi mình thì xa cgv quá nên lúc nào xem phim cũng đi lotte cinema hết. Mình đi xem suất 8h50 mà quên đặt vé trước nên hết chỗ ngồi, suất chiều, tối cũng hết luôn, đành chuyển qua lúc 11h50. Trong rạp xem phim chất lượng hình ảnh với âm thanh tốt, máy lạnh bật nhiệt độ vừa phải nên không lạnh lắm cũng không nóng quá. Bắp cũng ngon. Chắc chắn lần sau mình sẽ chọn lotte cinema để xem phim.😊",4
34,"Ngoài việc xa trung tâm và chưa cho thanh toán onl thì cái gì của rạp Lotte cũng ổn cả.
Đặc biệt là mấy bạn nhân viên đc trainning rất tốt, phục vụ rất ổn.
NVS sạch sẽ.
Giá vé rẻ hơn CGV. Ghế VIP chỉ có 2 hàng chứ k full gần hết như CGV. màn hình xa ghế nên ngồi ghế đầu coi cũng đc, k đau mắt.
Rạp bé hơn CGV nhưng chất lượng màn hình, âm thanh đều ổn.
Cho mang nước vs đồ ăn vô <3 
Nói chung thì rảnh rỗi qua đây cũng đc",4
35,"bắp ở lotte ngon hơn bắp bên cgv nhiều, vì bắp nóng và giòn hơn
giá cả đối với hssv so với cgv cũng ngang nhau, phòng chiếu còn nhỏ nhưng rất sạch và thoáng mát, rạp cũng trật tự, chỗ ngồi chờ cho khách cũng rất tiện",4
36,"Mình là khách hành thườnog xuyên của rạp này,chất lượng tốt,nhân viên bán vé rất ư là nhiệt tình còn dễ thương nữa chớ,giá vé cũng rẻ hơn mấy rạp khác",4
37,"Cũng lâu lắm rồi mơi ghé lên lotte coi phim vì x-men k được chiếu ở cgv.
Vì đặt vé online nên phải lên trước 30p để lấy vé, hơi bất tiện. Trước khi đi nghe mn dèm pha là ghế cũ này kia, nhưng khi vào k như lời đồn. Măc dù phòng nhỏ nhỏ nhưng rất ok. Ở hàng giữa lại có ghế đôi không khác gì sweet box ở cgv, ghế cũng rất mới vs êm, mà giá vé thứ 5 cũng chỉ 60k.
Nhân viên ở đây vui vẻ vs nhiệt tình. Chỉ có điều hơi xa trung tâm vs không trả tiền online nên phải lên sớm lấy vé, hơi bị bất tiện.",4
38,"Lần đầu tiên đi xem phim bên lotte nhưng thất vọng quá ạ, máy lạnh bật nhiệt độ thấp quá nên rất lạnh, âm thanh to, màn hình nhỏ, rạp chật chội, nhân viên thì khách chưa ra hết mà đã vào dọn dẹp giống như đuổi khách. Mình đi xem x-men nên ngồi lại để coi after credit nhưng nhân viên ko quan tâm hỏi có cần tua qua không cứ vậy mà dọn dẹp ngược lại hoàn toàn với cgv. Điểm cộng duy nhất là giá có phần rẻ hơn. Dẫu biết mỗi rạp có cách phục vụ riêng nhưng chắc đây cũng là lần đầu cũng như lần cuối xem tại đây !?",2
39,"Lâu lắm rồi mới ghé lại xem phim ở đây, đi vào tối thứ 2 nên khá thưa khách nên rất thoải mái khi mua vé. Đi cùng vs đám bạn mua 5 vé tính tiền 4 vé +1 vé đổi điểm thành viên:)). Rạp ở đây xem khá ok",4
40,"Chỗ này xem phim đã nè ghế ngồi rộng hơn bên cgv, nhưng mà máy lạnh quá để vừa thôi ạ. Gặp xem phim ma mà không khí thì lạnh teo, âm thanh lớn quá cũng hổng có vui đâu. Nhìn chung thì tốt, có cái bắp mắc quá à.",4
41,"Có phim mới. .là phải tới lotte. .😊
Sau khi đánh chén no nê thì tụi mình qua xem phim, vẫn nụ cười thân thiện của các nhân viên quầy vé, tạo cho mình cảm giác vui vẻ và thoải mái khi bước vào rạp
Do chủ quan nên mình phải ngồi hàng A, nhưng cảm giác cũng ok chứ không đến nỗi nào. .😊",4
42,"Trong những rạp phim hiện nay, thì mình nghĩ Lotte là OK nhất. Mình nghĩ hầu hết các rạp phim đều không có gì khác nhau lắm, từ ghế ngồi, âm thanh, đồ ăn kèm theo....
Vì vậy để có thể cạnh tranh tốt thì chăm sóc khách hàng phải OK, và Lotte làm được đều này...
Đơn giản, muốn đặt vé bên CGV, bạn phải có tài khoản, rồi chuyển khoản trước...v.v..
Nhưng với Lotte, bạn chỉ cần lên mạng, search thì bạn có thể đặt vé trước mà không tốn nhiều thời gian, và cũng không cần chuyển khoản trước.
Bên Lotte có 1 quán nhỏ bán các đồ ăn vặt cũng OK lắm....cá viên chiên, hồ lô nướng, bánh bao....v.v..:)",4
43,"Mình là một khách hàng rất thường xuyên của rạp lotte, thứ duy nhất khiến bạn sẽ chọn lotte mà không phải là cgv là bởi giá cả- hợp với các bạn sinh viên.
Và đương nhiên, tiền nào của nấy, bạn không thể đòi hỏi một dịch vụ quá cao với giá tiền thấp được. Nhưng không gian và cách phục vụ, cũng như chất lượng hình ảnh, âm thanh tại đây đều khá ổn, tuy không bằng cgv, nhưng cũng rất khó để nhận ra.
Một điểm cộng cho lotte so với cgv đó chính là ghế dựa, hoàn toàn thoải mái và đỡ mỏi hơn cgv nhiều.
Trên đây là nhận xét chủ quan của cá nhân mình,các bạn có thể tham khảo. Chúc các bạn một ngày xem phim vui vẻ.",4
44,Hay đi xem ở đây hơn cgv nhưng thật sự không thích hệ thống đặt vé của rạp. Cần cải thiện nhiều chứ đừng vì rẻ mà phục vụ không tốt.,3
45,"Rất thích Lotte Cinema. 
Vị trí gần nhà
Giá cả ưu đãi cực kỳ, có nhiều ngày ưu đãi như Lovely Tuesday, thứ tư cho sinh viên học sinh và hội viên,... 
Chất lượng phục vụ tốt, hệ thống âm thanh đỉnh của đỉnh. Xem action với horror thì... v nhưng mà hình như điều hoà hoie cao thì phải, ngồi được hơn nửa phim thấy nóng quá.
Bắp rang bơ hơi nhạt, nước không quá ngọt.
Chắc chắn còn tới dài dài :)) gần đây nhất là mùng ba có đi xem "" Siêu trộm "" đây.",4
46,"Nói là từ hồi năm ni là đến đây hoài thôi, tuy phim ko mới bằng cgv nhưng đc cái rẻ, nhân viên vô cùng thân thiện, xem phim thì good , toàn đến vs bạn thôi.",4
47,Tình hình là đang khuyến mãi 50% cho 2 vé nên xem thử vs dùng cái passport đổi bắp vs 2 vé free @@. Quá đã công nhân lotte giá quá hợp lý vs sinh viên tụi mình,4
48,"Phải nói từ ngày có lotte cinema ở Đà Nẵng mình đã thật sự là một người bạn trung thành ở đây !! Giá vé khá rẻ phù hợp với đối tượng hs-sv ,có nhiều chương trình km , nhưng dạo gần đây mình thấy rạp hơi xuống cấp , ghế ngồi ko êm , hơi bẩn , vệ sinh hơi kém , âm thanh cũng ko sống động , tệ nhất là ko bật điều hòa huhu ..mình thường đi các suất cuối ngày đều ko thấy bật cứ nghĩ là do nv sợ khách hàng lạnh , nhưng cũng vô lí ..để ngồi coi mà mồ hôi chẹp bẹp trong mùa đông là bik rùi hic .. mà đi buổi sáng cũng k thấy bật , dạo này buồn lotte quá :( mong đội ngũ lotte cố gắng khắc phục !! Mình vẫn ủng hộ và luôn là member trung thành của lotte .",4
49,"Gần đây nhất là ghé xem Diệp Vấn :) nv bán vé thân thiện, giọng nói dễ thương, giá thì hạt dẻ hơn bên CGV , bù lại thì rạp ko tạo cảm giác đã bằng bên kia, haha. Rẻ đôi chút nhưng lại xa nhà mình hơn nữa, được cái đi vô Lotte thì ko tốn tiền gửi xe mà tốn xăng hơn thôi:)).
Đùa chứ học sinh sinh viên thì vào đây coi, bớt đc đôi đồng, để dành ăn quà vặt cũng đáng hehe",4
50,"Đi ở đâu vẫn thích xem ở Lotte hơn
Sạch sẽ, rộng rãi
Rất thích Sweet Box ❤❤
Giá rẻ hơn CGV 1 xí
Luôn có nhiều ưu đãi cho HSSV",4
51,"Hồi toàn xem phim ở lotte, giá vé hợp vs sinh viên, phục vụ nhiệt tình, được đem cả đồ ăn ở ngoài vào nữa có điều là đi xa quá nên lâu lắm rồi chưa đi xem phim lại, nói chung mình vẫn thích xem phim ở lotte lắm 😊",4
52,"Thói đời no cái bụng rồi nhưng đói con mắt 😄. Qua rồi cái thuở ngồi lọ mọ quay đầu băng cối, còn đâu những buổi bỏ quà sáng dành tiền thuê từng cái đĩa về rồi chúi đầu xem, giờ đây chỉ cần mua vé là ta có thể tận hưởng công nghệ âm thanh hình ảnh chuẩn hắc đê quốc tế thoải thích 😋. 

Nói thì thế chứ em cũng phải để dành lợn đất với nhịn uống sữa mãi mới dám đi xem phim đấy ạ 😭😭😭. Địa bàn à nhầm địa điểm lần này em đến là rạp phim Lotte gần nhà ;).Có chút cảm nhận ngắn như sau :

🌟Ưu :

+ Sảnh chờ và rạp sạch sẽ,không gian thoáng mát, hay được trang trí theo chủ đề 🎉

+ Có thể đặt vé online 🎥

+ Rạp có ghế đôi thích hợp cho các cặp đôi đang yêu nhâu, vợ chồng, các bà mẹ đang cho con bú🍼 😌

☔ Khuyết : 

+ Phim cập nhật ít, cái này chắc do mua bản quyền không kịp 😢

+ Nhân viên thiếu và cần cố gắng nhiều 😇

+ Trang đặt vé hay bị error do người ngoài hành tinh hack ."" 

Em xin kết thúc phần review của em ạ, mong sẽ gặp lại quý độc giả trong các tập sau )))). Meow!







Tips: Đăng kí thẻ thành viên hoặc thẻ sinh viên tích điểm và giảm giá vé ❤.Vé phim rẻ vào các ngày thứ ba ^^",3
53,"Công nhận mình vs bạn gái hay đến đây xem phim nhất giá cả lại phù hợp với sinh viên tụi mình ! Hình như Lottecinema là rạp được nhiều bạn trẻ chọn nhất vì giá rất Ok và nhiều khuyến mãi hấp dẫn nữa.
Lottecinema",4
54,"Dù hơi xa nhưng vẫn thích đến đây xem phim. lotte ko gian rôg rãi, ghế ngồi kiểu mình thik rất thoải mái, nhân viên nhiệt tình hơn mấy rạp khác nhìu. 
Nhưng đồ ăn thì lại đắt mà ăn chẳng ngon miệng gì hết.",4
55,"Giá vé thì cũng ngang ngang CGV . Ko cần bàn đến giá vé . 
Rạp decor sang đẹp, ghế ngồi rộng thoải mái, có thể đẩy gác tay lên thành ghế đôi. Rạp vắng thì đẩy hết lên nằm luôn cũng được 😁 
Mỗi tội đi qá xa tính từ nhà mình. Với cả mua online có vẻ như ko tiện như CGV . Mà mình thì ngại nhất là đợi + xếp hàng 😤",4
56,"Chất lượng lotte thì chắc khỏi phải bàn rồi, ngon từ a đến z, có điều giá hơi mắc, combo có rẻ hơn được chút
thích nhất là phô mai que, dai, kéo dài được, quá chất lượng khi so sánh với chỗ khác 
điểm trừ là mỗi lần order đợi hơi lâu, nhiều khi phải nhắc đi nhắc lại các bạn nhân viên mới mang đồ đến",4
57,"Lâu lắm rồi không ăn mấy loại gà như kfc hay lotter. Tự dưng đợt này thèm thèm nên sẵn đi siêu thị nên ghé vô đây ăn luôn. Vì nằm trong khu vực siêu thị nên tiệm này cũng khá là đông nên đợi cũng hơi lâu lâu tẹo. Được cái tiệm này nhân viên rất là lịch sự, nhã nhặn luôn mỉm cười dù khách đông lắm lắm í.",4
58,"Dù xa nhưng xem phim đều đến đây để xem. Giá sinh viên nè, có nhiều khuyến mãi hấp dẫn. nhân viên dễ thương lắm. dù giá rẻ nhưng k có nghĩa là tệ. màn hình âm thanh cũng ok. bắp nước combo cũng tạm. nếu có thẻ thành viên thì lợi hơn. có ghế ngồi đợi rất tiện. nhà vệ sinh cũng sạch sẽ. nói chung đây sẽ là nơi gắn bó dài lâu với mình :p #lotte#cinemapopcorn",4
59,"Mình rất thích đi xem phim ở đây, buồn buồn ưng đi xem phim 1 mình là lại bay qua Lotte 😊☺
Nhân viên quá lịch sự luôn
Có nhiều chương trình khuyến mãi, giá rẻ hơn CGV một tẹo, ghế đôi ngồi xem rất thoải mái",4
60,"Dậy này ra nhiều phim mới quá.mà mình chưa đi kịp hết được.ở đây bắp phô mai đúng ngon,nhân viên thì nhiệt tình.nc vui vẻ",4
61,"Mình rất hay đi xem phim ở đây.,có nhìu ưu đãi passport,t3 vui vẻ nữa Có ghế đôi dành cho couple,combo rẻ,bắp lại ngon",4
62,"rạp lotte được ở chỗ rộng, nhiều ghế, giá mềm hơn cgv cả ngày thường và cuối tuần, tích điểm từ thẻ lotte khá nhanh có thể đổi đc vé free. bắp nước size vừa phải, ăn cũng ok ko dở. nhiều chương trình kmai liên tục trong năm cạnh tranh với cgv. điểm trừ là ko đặt vé online đc, website siêu tệ khó vào khó xem và ko cập nhật kịp thời. rạp rộng nhưng điều hoà rất lạnh, chữ phụ đề thì nhỏ và để màu nhạt trùng màu nền fim nên khó đọc. ở đây đc là nhiều fim hàn quốc hay, tuy nhiên rạp đà nẵng nhiều khi kém hơn các rạp tỉnh khác nhiều, chiếu ít fim và fim ko nổi.",4
63,"Đi xem phim đầu tuần khá là vui lại trúng dịp khuyến mãi của Lottecinema, 2 bắp free, nhận được cả Movie passport nữa ^^ khá là vui :) Đi 2 người mà chỉ cần gọi thêm 1 nước là đủ.
Điểm trừ là chọn xem Crimson Peak-được giới thiệu là phim dòng thể loại kinh dị nhưng xem cả hơn nửa buổi chỉ toàn thấy tình cảm, mưu toan, thù hận chứ chẳng có tý tẹo nào hù dọa cả. Cảm thấy giống phim án mạng hơn. Hình ảnh đẹp, mấy con ma cũng đẹp nhưng âm thanh ko gay cấn như phim kinh dị từng xem.",4
64,"Trong chuyến du lịch ra Đà Nẵng tuần rồi, mình có ghé rạp Lotte Cinema xem phim ""The Transporter Refueled"":
- Nội dung phim khá đơn giản, không đặc sắc lắm. Tuy nhiên bù lại có nhiều cảnh hành động, xem đã mắt, đúng với thể loại phim.
- Không gian rạp quá nóng và ngộp, không bật máy lạnh hay thông gió gì cả, ghế ngồi bốc mùi hôi và dơ (dính đồ ăn, nước ngọt).
- Nhân viên rất lịch sự, nhiệt tình.
- Vị trí: đi cầu thang từng tầng, không có thang máy.
- Giá: 60k/vé (rẻ hơn ở HCM khá nhiều).
> Đánh giá chung: trải nghiệm không bằng so với ở HCM.",3
