 ,Review,mua_sam
10,"Dạo này trời mưa nắng thất thường nên đi hội chợ mình thấy hơi cực, hơn nữa hình như số lượng quầy cũng giảm đi, có mấy quầy mình từng mua được đồ giờ quay lại thì chẳng tìm được :( kiểu như chỉ còn mấy quầy mắc mắc thôi :( đồ ăn thì ngày càng nhiều lên, ăn ngon thật í nhưng mà thiếu chỗ ngồi lắm, chỉ có vài cái ghế thôi mà người người chen chúc loạn hết cả lên, nhất là mấy lúc trời mưa ấy, loay hoay mãi cuối cùng phải đi ra khỏi khu hội chợ tìm chỗ ngồi. Trà sữa thì ngày càng nhiều đá thì phải, vớt mãi không hết :)))))",3
11,"Đến hello weekend ngoài việc mua sắm quần áo phụ kiện thoả sức ra thì khu ăn uống ở đây cũng đa dạng, phong phú món ăn lắm.
Lần nào đi mình cũng ghé ăn sushi ở đây, đồng giá 5k/ viên. Có khoảng 10 loại lựa chọn . Ăn kèm 3 loại sốt khá ngon. Cơm cuộn chắc tay, đồ ăn kèm cũng nhiều, chất lượng. Nhân viên niềm nở , thân thiện. Có điều khu vực chỗ ngồi ít quá, không đủ phục vụ lượng khách.",4
12,"Lâu lâu đi hội chợ ăn cho đã.
Nơi này nên đi trưa cho dễ ăn được nhiều chứ tối thì chen nhau và có nhiều món hết nhanh, đi trưa la hợp lí nhất.",4
13,"Cuối tuần rãnh rỗi đi hội chợ này cũng thấy vui lắm. Mình thì thích đi buổi sáng hay trưa trưa một xíu, vì giờ đó lượng khách ít nên đi mua đồ dễ lựa hơn, còn đi tầm chiều chiều hay tối, chen vô còn khó, mà lựa đồ để mua lại càng khó hơn. Nhận xét về giá shopping ở đây thì giá cũng không phải là rẻ, bản chất cũng chỉ là những shop ở Sài Gòn đổ ra đây bán thôi, có vài chỗ thì treo giá sẵn, còn hầu như là toàn hỏi để biết giá không à, giá thì nói là ""không bớt"" nhưng mình cũng phải biết trả để không bị hớ. Ví dụ như có lần mình mua cái Quần Lửng Thun ở đây, ban đầu bán 120k, trả tới trả lui không chịu bán, thế là mình mua, 1 tuần sau quay lại còn 80k :(((( Đúng tức. 

Còn dãy đồ ăn ở đây thì nhiều món lắm, trưng bày bắt mắt nên nhìn gì cũng muốn ăn hết trơn. Giá nhìn chung là hơi cao so với mình. Hộp bún gạo xào có vài lát đậu hủ, chả thôi đã là 20k rồi đó. Soda uống ok, 20k ly khổng lồ cỡ 1 lít á. Bán đồ ăn ở đây ai cũng dễ thương hết á, nhiệt tình vui vẻ.",3
14,"Cuối tuần ghé vào đây mua sắm với bạn bè rồi ăn uống thì quá tuyệt lun. Quần áo ở đây đa dạng rất đẹp. Ngoài ra còn có bán cả trang sức, giày dép, balo,... mua sắm xong thì qua qua quầy ăn uống thì còn gì nữa. Món ăn ở đây phong phú với nhìu món khác nhau, giá cả phải chăng nè.",4
15,"Lâu lâu cuối tuần thường ghé Hello Uweekend Market chơi , vừa ăn uống vừa mua sắm 😂
Phải nói đến đây đồ áo đa dạng , phong phú , đẹp , từ đồ áo đến case điện thoại , phụ kiện ... nhìn gì cũng muốn mua 😭
Đồ ăn ở đây thì cũng bt . Nhưng không rẻ như ở phố đi bộ . Phố đi bộ 1 cốc xoài lắc hay bánh tráng có 10k thôi ở đây 20k lận , trà đào thì cốc to bự 25k nhưng toàn đá 😂 đc cái đồ ăn cũng khá ngon , hội chợ tuần nào cũng đông đúc nhưng 9h tối đóng cửa hơi sớm quá 😭",4
16,"Sẵn cuối tuần đi mua sắm nên mình ghé qua hoa lư vừa sắm đồ vừa đi dạo với bạn. Đi vòng vòng đói bụng nên ghé quầy đồ ăn. Phải nói ở đây đồ ăn khá nhiều, phong phú . Mình gọi thử nhiều món như sushi viên 5k, cà ri 25k, bánh cuốn 20k, há cảo 6k/ viên, mì gà 25k, nước thì 15k-20k tuỳ loại . Ăn xong thì mình thấy chỉ có sushi là ăn được còn mấy món khác vừa nguội, vừa không đậm đà gì . Nên mình nghĩ đi dạo thì được chứ ăn để thưởng thức thì không đọng lại được gì nhiều .",3
17,"Thỉnh thoảng có việc phải nhào vô hội chợ, thiệt tình có gian hàng ăn uống nhưng chẳng ăn uống đc cái chi chi. Hôm đó đói bụng quá đi mua mấy thứ, buổi cũng xế chiều tối tối, mì xào các thứ ko hiểu sao lại có vị chua chua, cá viên cà ri là món khá dễ làm ko hiểu sao cũng ko ngon đc. Hay em bánh tráng trong hình cũng 40k chứ có ít đâu, nhưng mà ăn cũng cảm thấy không có bõ bèn gì hết. Cảm thấy đi mấy cái hội chợ như này có nên… thì cũng chỉ nên mua đồ thôi các mẹ ạ… 
nhưng mà công nhận là cũng bị đông điiii",3
18,"Hôm nay mát trời kéo nhau đi du xuân, xem hội chợ trên Hoa Lư.

Chỗ gửi xe đi vào cổng có khu bày trí cho selfie khá đẹp. Bày theo dạng cổ, Sài Gòn xưa. Gần chiều tối có mấy anh chị vào chỗ này hát acoutic cũng hay. 

Khu vực bán quần áo rộng, đồ Tết năm nay cũng đẹp. Khu ẩm thực đa dạng, có món phá lấu khá ngon. Tuy nhiên sân Hoa Lư nên bố trí thêm chỗ ngồi ăn, vì 1,2 cái ghế mà phải đứng ăn hoặc ngồi nhìn không đẹp, khổ. 

Gửi xe : 5k/xe máy

Quần áo : đẹp, giá ok. Mình mua cái áo dài cách tân nữ + chân váy hết 530k mà về tìm những chỗ khác không có giá thấp hơn.",4
19,"Hello weekend market lần này cũng không khác mấy lần trước là mấy chỉ có điều hơi nhiều đồ hơn và bán cả áo dài cách tân nhiều do sắp tới tết rồi đó. Mình lượn mãi cũng không mua được bộ nào vì dù có sale nhưng giá vẫn thuộc mức cao so vơi chất lượng. Qua khu ẩm thục thấy okay hơn nhìu đồ ăn để lựa chọn hơn. 
Có booth của foody có trà sữa và soda uống khá ổn nè. Bún mắm 35k không ngon. Trà thảo mộc lá sen uống tàm tạm. Có bán cá sấu nữa mà chắc không ai dám ănZ",4
20,"Mình ghé hôm thứ 7 nên khá là đông. Quần áo nhiều vô kể, trang sức phụ kiện cũng đa dạng. Tuỳ theo sản phẩm có theo trend hay không mà giá cả cũng khác nhau.
Cái mình quan tâm nhất là đồ ăn :))) Đợt này mình thấy đồ ăn có vẻ lạ hơn các hội chợ trước. Mình gọi thử bánh tráng nướng xúc xích chà bông, 25k, hơi đắt hơn bình thường nhưng nhân không nhiều hơn bánh tráng 10k là bao, người ta có để thêm mắm tôm nên ăn vị hơi ngộ, mình không thích lắm! Bánh tráng không giòn và tương cũng không ngon, nói chung bánh tráng ăn tạm được thôi :) Kế bên có bán hồng trà các kiểu, mình gọi xô trà vải, 20k, ly khá to nhưng khoảng 1/2 ly là đá :))), vị hơi lạt, vải được 3,4 quả gì đấy, uống đã khát thôi chứ chưa thực sự ngon.
Mực khổng lồ không to khủng khiếp như trên các clip đâu nha, cũng bình thường thôi nhưng giá hơi chát :))
Phía trước hội chợ có dựng một góc nhỏ để chụp hình, khá đáng yêu.
Nói chung ai mê đi hội chợ cũng nên ghé thử một lần cho biết.",3
21,"Đi hello weekend market nhiều lần thấy không có gì thay đổi nhiều lắm. Lần nào cũng không mua được gì nhiều. Có lần mua cái áo, mua cái đầm lần khác mua vài món ăn rồi đi ra. Giá cũng không phải là rẻ đâu. Giảm ít à. Nhiều hãng nhìn tên hoài quen luôn í. Có lần gặp mấy bạn bên uber hay wall street english tặng sổ :))",3
22,"Hôm black friday 25/11 qua tổ chức đúng hoành tráng. Nhiều gian hàng thời trang sale mạnh và quy mô hội chợ ẩm thực cũng lớn hơn hẳn. Khách cứ gọi là đông như kiến, đi vào dòng người phải nhích dần, nhích dần từng chút một. Đứng lại lựa đồ là gây thuyên tắc liền.
Street food market có nhiều món, giá bình thường chứ ko phải rẻ. Có cả mì bay đang hot, 25k/dĩa. Mình gọi bánh trứng hồng nông ăn thử, tạm ok, vị bình thường dc cái đẹp mắt.
Điểm trừ duy nhất là mời nhóm hài siêu vô duyên lên diễn, trên sân khấu tự hú tự hét tự cười mà khán giả lẫn khách hàng đều nhức tai chịu trận. May ảnh chưa dc ăn 1 dĩa mì BAY thẳng dzô người hmm",4
23,"Sushi viên ở hội chợ hoa lư ngon cực , đặc biệt là nước sốt béo béo có thêm chút tương ớt ,mà nên ăn vào buổi trưa lúc vừa mở gian hàng , tới xế chiều thì sushi viên mềm ko ngon giá cũng 35-50k tùy bạn lấy thêm.",4
24,"Mình đi 2 tuần trước rồi, nay mới review. Đợt này tổ chức bên nhà văn hoá thanh niên á
Chụp hình check in đựoc tặng túi này từ BTC nè
Ah có quấy Foody, tải App Foody được quay thưởng miẽn phí được ly trà sữa. App mình có lâu rùi, đưa ID cho mấy bạn Foody xem, lấy mã là được quay liền nha",4
25,"Dỡ ẹt luôn. Đồ ăn thì cực kì dỡ. Mình mua 2 xúc xích 1 hồ lô. Ấy thế mà chỉ bán cho mình có 1 xúc xích 1 hồ lô. Đã v còn bị khét nữa. Quay qua kế bên mua trà đào. 25k 1 ly mà trà chỉ có nữa có. Đào thì toàn đào hộp. Lại quay qua đối diện mua gỏi bò. Hết 30k mà gỏi thì nằm ngỏn ngang ngoài dĩa, dĩa lại lũng nên nước chảy lênh láng, ko thấm gia vị. Chẳng đâu vào đâu......",1
26,"Cuối tuần vừa rồi đi đúng đợt Black Friday, nói thật là thở ko nổi luôn, đông kinh khùng khiếp
Phần lớn đồ đều sale, nhiều đồ đẹp, tuy nhiên giá cao nha, vì đa số là đồ thiết kế
Khu food court hoành tráng, gọi vài món ăn, nhiêu hết 150k nè",4
27,"Đợt này ghé họi chợ mình chỉ toàn tập trung vô mục tiêu ăn uống thôi. Nên hễ hàng nào thơm ngất là có dấu chân của mình ở đó ý ))))
Mình có awn thử bánh của 1 chú. Quầy này nhìn là thấy chú người nước ngoài to cao đứng làm vỏ bánh đó. Nhìn miếng bánh mỏng mỏng mà nướng xong phồng to, thơm ngậy dã man. Thêm chảo nhân nóng hổi bay mùi thơm làm mình phải chọn món này ngay đó. Nhân bánh là thịt bò nấu với hành tây, ớt chuông, cà rốt,... rất là ngon. Thoang thoảng mùi cà ri khi ăn nữa. Chị bán xịt hơi ít tương nên bạn nhớ nhắc nha. Ăn sẽ ngon hơn nhiều. Lúc đầu vị hơi mạnh nhưng càng ăn kiểu càng bị ghiền ấy. 1 bánh là 35k nha
Tiếp theo là cốc sương sa hột é 20k đập tan cơn khác giữa trưa 12h đây. Nước đường ngọt thanh chứ không bị gắt chút nào. Sương sáo mát lạnh, 2 trái vải giòn tan, mọng nước,. Môĩ tội chị gái múc ít quá làm em buồn
Ở đây có món bánh cuốn Tây Sơn mà lần nào mình cũng gọi hết. 20k/cuốn ăn vào lưng lưng bụng luôn đó. Nhân lại đầy đặn vô cùng, nào trứng, nem, chả, rau,.... chấm nước ắm tỏi ớt của quán là số dách luônn.",3
28,"Lần nào đi hello weekend cũng phải ghé quầy ẩm thực ở đây cả vì đơn giản là nhìn hấp dẫn và đa dạng vô cùng .
Món ăn mà mình hay ăn là sushi, giá dao động từ 5k-10k viên . Có sốt ăn kèm ngon lắm .
Mì udon phần 35k có thanh cua , cá viên , đầu cá , nói chung là chất lượng lắm có điều mì hơi ít , ăn không no . Nước mì làm như nước lẩu thái , cay đậm đà .
Nhân viên bán nhanh nhẹn , niềm nở .",4
29,"Hội chợ đi 1 lần là nghiền cứ đi hoài miết thôi, đồ ăn ngon đa dạng quá trời đồ ăn, chế biến đủ kiểu nhìn hấp dãn dễ sợ, với các mức giá phù hợp với túi tiền học sinh sinh viên hehe. Cá viên ngon, dai, không bị bột nhiều, nước càri thì cay mà đậm đà lắm. Bánh tráng nướng thì to tổ chảng, topping phủ ngập cái bánh. Ăn no nê thì lại có sức đi mua sắm, xách cả túi đồ ưng ý về nhà.",4
30,"Cuối tuần không biết đi đâu chơi là lại tụ ra đây lượn vài vòng. 
 Tối thứ 7 thì thường đông ơi là đông, người người tụ về đây, gian hàng quần áo nào cũng chật cứng người. Quần áo phụ kiện là ở mấy shop mamg ra đây bán, giá có rẻ hơn chút xíu nhưng lại không được thử. Người mà dễ mặc thì cứ ra đây ôm đại về. Mình đi lúc nào cũng tốn kém kha khá vì không mua không chịu được.
 Qua khu ẩm thực một đống đồ ăn ngon ngon mà cũng rẻ nữa. Nghe nhạc ở đây cũng vui tai. Cuối tuần có thể ghé đây chơi nếu không biêt đi đâu.",4
31,"Cuối tuần không biết đi đâu thấy có lễ hội ẩm thực hoành tráng nên ghé qua xem thử. Ta nói đông quá trời đông, mình đi tầm 8h tối xém không có chỗ gửi xe. Đồ ăn đúng chất lễ hội ẩm thực luôn, ngập mặt quá trời đồ ăn hấp dẫn đến nỗi hoang mang không biết ăn gì hết. Giá đồ ăn tương đôi rẻ không quá cao, mình mua đồ chiên thì tính theo lạng cỡ 20k/1 lạng. Xúc xích 25k/1 cây thì thấy mắc quá. Quầy nước của pop up...ưng dễ sợ chỉ có 25k mà ly nước tận 1 lít. Mua món black tea macchiato dù lớp kem trên không phải là lớp macchiato thứ thiệt nhưng đồ uống ngon, giá 25k quá xá rẻ.",4
32,"Đi lần đầu do đọc qua foody! Đông hơn tất thảy những hội chợ ở tphcm mình đã đi qua! Mình đứng ở cổng sở văn hoá gì đấy chờ em mình giữ xe, hơn 20 phút nó mới xếp hàng dài để xe máy vô được, mình một tay gọi fone 1 tay cầm ví, có cỡ 350.000₫, bị giật như không!!! mình nghĩ là một băng, vì đứa này che để đứa kia lẩn đi! Em mình giữ xe xong mình kể, mình bị giật ví thế là có một đám teen gỉrl teen boy chạy ra đứng gần mình: ê! Cẩn thận nha coi chừng bị giật ví đó! Xong cả đám đứng nói cười hô hô! 
Hai chị em vừa sợ vừa buồn thì có một bà cỡ 30-40 tuổi la lên: ví ai rơi?
Em mình chạy ra, ra là ví mình!? Giấy tờ còn nguyên nhưng 350.000₫ đã mất!?
Mình buồn đến mức ko thèm chụp hình shop và quán ăn luôn! Khi vô hội chợ ban quản lý bắc loa: mọi người nhớ để ba lô trước người để không bị kẻ gian móc ví nha! 
Mình viết để chia sẻ và để mọi người cảnh giác!",3
33,"Hello thì đông vui rồi. Nhưng quần áo bán giá cao quá, lại đông, không thoải mái để mua đồ. Nóng chảy mồ hôi ròng ròng
Thức ăn ngon, giá ổn.",4
34,"đi cũng 3 lần,mình đi ở Pearl plaza 1l và nhà văn hóa thanh niên 2l, (ở Pearl plaza thì k có đồ ăn), chợ có: quần áo bán rất nhìu có mắc có rẻ có chất lượng tốt có chất lượng vừa :))) tuy nhiên k có kém, đi khá vui, đồ ăn giá hơi chát, đi dễ bóc hơi túi tiền",2
35,"Cuối tuần nào cũng có hội chợ. Ngoài các mặt hàng quần áo, home decor còn có nhiều gian hàng đồ ăn. Toàn là món đang hot cả thui. Giá khá cao so với mua bên ngoài. Ví dụ Takoyaki 20k/4 cái nhỏ. Không gian khá ngộp vì ở ngoài trời, ko có máy lạnh như 1 số hội chợ khác.
Ah còn có nhiều booth của các web, app. Tải app rồi làm theo hướng dẫn sẽ dc phần quà xinh xinh cũng dzui :)",4
36,"Đi hello weekend market được 2, 3 lần gì rồi. Lần nào cũng thích cả, vô như thiên đường bao la mua sắm vậy á. Minh thích khi tổ chức ở sân vận động Hoa Lư nhứt. Không gian rộng rãi thoải mái. Buổi tối còn có chương trình ca nhạc nữa. Lúc bước vào hay có mấy chương trình tải app tặng quà, cực thích. Mình hay lại tải rồi rinh quà về lắm. Quần áo thì giá cả đi đôi với chất lượng. Nhiều lắm!!! Khu ăn uống giá cả phải chăng, đồ uống ngon. Nhưng hơi gần gian quần áo, không biết quần áo gần đó có bị dính kèm mùi không nữa",4
37,"Ở đây khá nhiều shop thời trang, giá cả rất dao động. Ngoài ra còn có những shop bán đồ phụ kiện lẫn home decor độc đẹp nữa. Có các chương trình tải app này app kia thì dc 1 phần ăn miễn phí hay quay số gì đó khá vui. Food court cũng nhiều món lạ, tuy nhiên hơi sát với khu bán quần áo nên tạo cảm giác hơi lem nhem.
Mình đã tậu được kha khá món ở đây, vị trí ngay trung tâm TP nên rất tiện đi lại.",4
38,"1. Vị trí:
Ngay trung tâm thành phố, dễ di chuyển và cực kì dễ tìm

2. Không gian:
Ngoài trời, siêu đông đúc, và hơi chật chội vì là hội chợ. Có bán rất nhiều loại quần áo, giày dép, túi xách và các loại đồ ăn giá siêu rẻ mà ngon lắm

Mình đến hội chợ vì ưu đãi tặng Free 1 ly trà sữa Feng Cha của ***",4
39,"Đi Hello weekend market thích nhất là hàng thức ăn với đồ uống :)) Quần áo thì cũng nhiều, cập nhật xu hướng, nhưng có khi mình mua được, có khi không mua món nào, nhưng mà gian hàng ẩm thực thì lúc nào mình cũng phải ghé qua. Đồ chiên, bánh takoyaki, bánh tráng nướng, cơm cuộn, sushi, trà sữa, trà đào... Ôi, kể thôi mà cũng thấy hấp dẫn rồi. Mình đã thử hầu hết các loại đồ ăn thức uống ở đó rồi :)))))) Mỗi tội khi đông thì phải chen lấn và khá nóng. Nhưng mà hình như lúc nào cũng đông thì phải. Thôi thì dù sao vậy cho có không khí ^^",4
40,"Mình vừa đi về sáng nay , tuần này hội chợ mở bên nhà văn hoá thanh niên ( kế bên diamond plaza ) . Không gian nhỏ hơn bên Hoa Lư nhiều nên quá đông và ngột ngạt . Khu food court lần này được ưu tiên hẳn 1 dãy luôn nên đồ ăn nhiều hơn bình thường . Nhưng do đông quá , người với người xô đẩy nên không thể chụp hình cũng như ghé lựa đồ ăn được . Nên mình quyết định ăn ở chỗ quán sushi quen thuộc . Đồng giá 5k . Sushi cuộn chặt tay , nhân nhiều . Sốt ngon , hấp dẫn . Loay hoay hồi mới tìm được chỗ ngồi .",4
41,Trong tất cả các hội chợ có mặt ở sg thì hội chợ này là tốt nhất. Đồ phù hợp nhiều lứa tuổi. Giá tiền phải chăng. Nhiều shop sale. Nhưng có điều địa điểm tổ chức hơi chật. Chật giữa các dãy. Đi đông là khó đi lắm luôn í. 🙇😖 có vẽ henna tuy mắc nhưng đẹp khỏi chê. Còn food court 😍😍 có chỗ bán mắc nhưng nhìn chung đa dạng món và ngon. Nước 20k mà ly to chà bá 😹👍,4
42,"Hội chợ vào t7,CN hàng tuần. Chủ yếu là mua bán quần áo nữ. Có gian hàng đồ ăn vặt khá đa dạng, trà sữa, trà đào, bánh bạch tuộc, kimpad, Pizza Huế... Nhìn chung đều ổn. Hội chợ đông đúc lắm, tầm 3h chiều mà chen wa chen lại mệt lun.Nên đi buổi tối cho mát chứ ban ngày nóng lại đông nữa. Đi cho bít sài gòn!",4
